"Source2","Min.same","Min.diff","Strain","Isolate","state","SNP.cluster","season"
"meat",19,17,"FLAG-39481","PDT000152977.2","FL","PDS000024989.120","Winter"
"poultry",0,5,"FLAG-38793","PDT000152978.2","FL","PDS000024434.3","Fall"
"dairy",6,28,"FLAG-39414","PDT000152979.2","FL","PDS000000366.504","Winter"
"meat",27,56,"FLAG-20247","PDT000152980.3","FL","PDS000024812.15","Fall"
"other",0,27,"FLAG-37453","PDT000153307.2","FL","PDS000083553.8","Fall"
"poultry",10,7,"FLAG-36377","PDT000153308.2","FL","PDS000024196.41","Summer"
"poultry",0,5,"FLAG-39877","PDT000153309.2","FL","PDS000024434.3","Winter"
"other",0,28,"FLAG-35751","PDT000153311.2","FL","PDS000083553.8","Summer"
"other",0,27,"FLAG-36991","PDT000153312.2","FL","PDS000083553.8","Fall"
"sea_food",13,18,"FLAG-37600","PDT000153313.2","FL","PDS000041936.29","Fall"
"other",0,28,"FLAG-35752","PDT000153314.2","FL","PDS000083553.8","Summer"
"meat",0,27,"FLAG-36345","PDT000153316.2","FL","PDS000083553.8","Summer"
"meat",18,32,"FLAG-36711","PDT000153317.2","FL","PDS000024647.66","Fall"
"dairy",3,6,"FLAG-35269","PDT000153318.2","FL","PDS000024434.3","Summer"
"other",0,27,"FLAG-37454","PDT000153319.2","FL","PDS000083553.8","Fall"
"meat",0,10,"FLAG-40210","PDT000153321.2","FL","PDS000024989.120","Winter"
"sea_food",1,23,"FLAG-40239","PDT000153322.2","FL","PDS000000366.504","Winter"
"dairy",3,6,"FLAG-35805","PDT000153323.2","FL","PDS000024434.3","Summer"
"other",1,6,"FLAG-41446","PDT000153325.2","FL","PDS000024434.3","Spring"
"dairy",0,5,"FLAG-37507","PDT000153327.2","FL","PDS000024434.3","Fall"
"sea_food",1,22,"FLAG-40238","PDT000153328.2","FL","PDS000000366.504","Winter"
"other",0,27,"FLAG-37455","PDT000153329.2","FL","PDS000083553.8","Fall"
"dairy",3,8,"FLAG-35804","PDT000153330.2","FL","PDS000024434.3","Summer"
"other",0,28,"FLAG-35750","PDT000153346.2","FL","PDS000083553.8","Summer"
"dairy",1,13,"FLAG-37193","PDT000153347.2","FL","PDS000083553.8","Fall"
"other",0,5,"FLAG-41445","PDT000153348.2","FL","PDS000024434.3","Spring"
"dairy",0,5,"FLAG-37505","PDT000153349.2","FL","PDS000024434.3","Fall"
"other",0,27,"FLAG-35727","PDT000153350.2","FL","PDS000083553.8","Summer"
"leafy_greens",13,24,"OH-1110583","PDT000152076.3","OH","PDS000024196.41","Winter"
"environment",8,24,"FDA795229 80-2","PDT000152116.2","SC","PDS000024196.41","Winter"
"environment",4,29,"FDA795230-118","PDT000152117.2","SC","PDS000024196.41","Winter"
"environment",1,25,"FDA795230-120","PDT000152118.2","SC","PDS000024196.41","Winter"
"environment",1,26,"FDA818988-62","PDT000152244.3","SC","PDS000024196.41","Fall"
"environment",5,25,"FDA818988-114","PDT000152245.2","SC","PDS000024196.41","Fall"
"environment",0,0,"FDA300798-9","PDT000152286.2","TX","PDS000003054.26","Spring"
"environment",2,3,"FDA300798-8","PDT000152287.2","TX","PDS000003054.26","Spring"
"environment",2,2,"FDA300798-6","PDT000152288.2","TX","PDS000003054.26","Spring"
"environment",0,0,"FDA300798-19","PDT000152289.2","TX","PDS000003054.26","Spring"
"environment",0,0,"FDA300798-18","PDT000152290.2","TX","PDS000003054.26","Spring"
"dairy",3,30,"TX-ACF1601858","PDT000152327.2","TX","PDS000024349.25","Winter"
"dairy",1,32,"CFSAN056032","PDT000153361.2","TX","PDS000024349.25","Fall"
"environment",1,16,"FDA919075-40","PDT000147938.2","NY","PDS000025433.69","Summer"
"environment",1,16,"FDA919075-39","PDT000147939.2","NY","PDS000025433.69","Summer"
"environment",1,19,"FDA919075-38","PDT000147940.2","NY","PDS000025433.69","Summer"
"environment",1,4,"FDA919075-18","PDT000147941.2","NY","PDS000024856.163","Summer"
"environment",1,10,"FDA952037-112-1","PDT000148597.2","CA","PDS000000337.47","Summer"
"other",0,27,"FLAG-46648","PDT000148602.2","FL","PDS000000366.504","Fall"
"other",0,27,"FLAG-46647","PDT000148603.2","FL","PDS000000366.504","Fall"
"poultry",0,27,"FLAG-46643","PDT000148604.2","FL","PDS000000366.504","Fall"
"dairy",0,21,"FLAG-42407","PDT000148606.2","FL","PDS000003204.124","Spring"
"dairy",0,21,"FLAG-42406","PDT000148607.2","FL","PDS000003204.124","Spring"
"dairy",0,5,"FLAG-41470","PDT000148610.2","FL","PDS000024434.3","Spring"
"dairy",1,6,"FLAG-41469","PDT000148611.2","FL","PDS000024434.3","Spring"
"poultry",0,5,"FLAG-41463","PDT000148612.2","FL","PDS000024434.3","Spring"
"poultry",1,6,"FLAG-41462","PDT000148613.2","FL","PDS000024434.3","Spring"
"poultry",0,5,"FLAG-41461","PDT000148614.2","FL","PDS000024434.3","Spring"
"other",1,6,"FLAG-41447","PDT000148615.2","FL","PDS000024434.3","Spring"
"dairy",4,28,"C2010001337","PDT000148616.2","MN","PDS000025113.12","Winter"
"poultry",9,31,"C2010000509","PDT000148617.2","MN","PDS000025113.12","Winter"
"meat",0,27,"C2004004147","PDT000148620.2","MN","PDS000024475.3","Fall"
"poultry",0,27,"FLAG-35606","PDT000153326.2","FL","PDS000083553.8","Summer"
"environment",2,32,"FDA963941-S017-001","PDT000233874.2","CA","PDS000025466.69","Summer"
"environment",13,28,"AK1703200187-1","PDT000234041.2","AK","PDS000024736.40","Summer"
"environment",5,11,"C2017011427","PDT000234044.3","MN","PDS000038088.5","Winter"
"environment",6,34,"AK1707300167","PDT000234045.2","AK","PDS000024578.1","Winter"
"environment",14,37,"AK1704500164","PDT000234049.2","AK","PDS000024578.1","Winter"
"environment",4,25,"TX-ACF1701934","PDT000234079.2","TX","PDS000025466.69","Winter"
"environment",3,38,"FDA1000809-022-001","PDT000235818.5","LA","PDS000025433.69","Summer"
"environment",0,34,"FDA1002094-035-001","PDT000235826.5","Other","PDS000006072.13","Summer"
"poultry",1,1,"17B08023K-3","PDT000235853.2","NY","PDS000024989.120","Summer"
"poultry",1,2,"17B08023L-3","PDT000235854.2","NY","PDS000024989.120","Summer"
"poultry",3,3,"17B08023M-5","PDT000235872.2","NY","PDS000024989.120","Summer"
"dairy",27,23,"17B08124-5","PDT000235877.2","NY","PDS000026031.7","Summer"
"poultry",1,2,"17B08023R-4","PDT000235879.2","NY","PDS000024989.120","Summer"
"poultry",0,0,"17B08023P-1","PDT000235883.2","NY","PDS000024989.120","Summer"
"environment",10,21,"FDA1017471-001-001","PDT000235910.4","TN","PDS000024470.24","Summer"
"poultry",1,2,"17B08023H-1","PDT000235917.2","NY","PDS000024989.120","Summer"
"poultry",2,3,"17B08023J-1","PDT000235920.2","NY","PDS000024989.120","Summer"
"environment",2,31,"FDA0977982-031-001","PDT000235962.2","TX","PDS000024196.41","Winter"
"environment",1,30,"FDA0977982-037-001","PDT000235963.2","TX","PDS000024196.41","Winter"
"environment",0,29,"FDA0977982-022-001","PDT000235965.2","TX","PDS000024196.41","Winter"
"environment",0,29,"FDA0977982-030-001","PDT000235967.2","TX","PDS000024196.41","Winter"
"environment",3,32,"FDA0977982-012-001","PDT000235968.2","TX","PDS000024196.41","Winter"
"environment",0,29,"FDA0977982-003-001","PDT000235971.2","TX","PDS000024196.41","Winter"
"fruits",5,0,"CFSAN059051","PDT000236299.2","CO","PDS000003232.57","Summer"
"fruits",21,33,"CFSAN059054","PDT000236302.2","CO","PDS000000258.15","Summer"
"fruits",26,23,"CFSAN059055","PDT000236303.2","CO","PDS000024278.13","Summer"
"poultry",0,1,"17B08023F-5","PDT000236343.2","NY","PDS000024989.120","Summer"
"poultry",1,1,"17B08023G-1","PDT000236345.2","NY","PDS000024989.120","Summer"
"poultry",1,2,"17B08023A-1","PDT000236366.2","NY","PDS000024989.120","Summer"
"fruits",0,26,"CFSAN064044","PDT000236397.2","AZ","PDS000025180.4","Summer"
"fruits",21,41,"CFSAN064049","PDT000236407.2","AZ","PDS000024225.10","Summer"
"environment",13,34,"FDA1014164-S067-001","PDT000242675.2","MA","PDS000024989.120","Summer"
"environment",1,40,"FDA1014164-S038-002","PDT000242676.2","MA","PDS000024989.120","Summer"
"environment",33,39,"FDA1022634-065-001","PDT000242677.2","IN","PDS000025433.69","Summer"
"environment",14,17,"FDA1022634-102-001","PDT000242678.2","IN","PDS000024989.120","Summer"
"environment",12,35,"FDA1014164-S016-001","PDT000242680.2","MA","PDS000024989.120","Summer"
"environment",1,39,"FDA1014164-S038-001","PDT000242681.2","MA","PDS000024989.120","Summer"
"environment",4,39,"FDA1014164-S027-001","PDT000242682.2","MA","PDS000024989.120","Summer"
"environment",22,37,"FDA1014164-S117-001","PDT000242683.2","MA","PDS000024989.120","Summer"
"environment",14,34,"FDA1014164-S120-001","PDT000242684.2","MA","PDS000024989.120","Summer"
"environment",4,9,"FDA704496-43","PDT000243754.2","CA","PDS000000366.504","Fall"
"environment",19,49,"FDA0973150-013-001","PDT000244002.2","FL","PDS000004821.18","Summer"
"environment",6,36,"FDA0973150-014-001","PDT000244003.2","FL","PDS000004821.18","Summer"
"environment",16,48,"FDA0973150-023-001","PDT000244004.2","FL","PDS000004821.18","Summer"
"environment",4,7,"FDA0973150-031-001","PDT000244005.2","FL","PDS000025113.12","Summer"
"environment",4,7,"FDA0973150-032-001","PDT000244006.2","FL","PDS000025113.12","Summer"
"environment",6,38,"FDA0973150-039-001","PDT000244007.2","FL","PDS000004821.18","Summer"
"environment",11,4,"FDA0973150-042-001","PDT000244008.2","FL","PDS000025113.12","Summer"
"environment",15,45,"FDA0973150-044-001","PDT000244009.2","FL","PDS000004821.18","Summer"
"leafy_greens",2,29,"MDP-12-00040","PDT000244488.3","NC","PDS000000218.24","Winter"
"leafy_greens",4,6,"MDP-12-00050","PDT000244511.3","CA","PDS000058430.33","Winter"
"leafy_greens",2,27,"MDP-12-00039","PDT000244526.3","NC","PDS000000218.24","Winter"
"environment",3,6,"FDA1018790-S083-001","PDT000245615.2","RI","PDS000025067.45","Fall"
"environment",0,2,"FDA1018790-S076-001","PDT000245616.2","RI","PDS000025067.45","Fall"
"environment",2,5,"FDA1018790-S066-001","PDT000245617.2","RI","PDS000024574.25","Fall"
"environment",2,4,"FDA1018790-S091-001","PDT000245618.2","RI","PDS000025067.45","Fall"
"environment",5,7,"FDA1018791-S114-001","PDT000245619.2","RI","PDS000025067.45","Fall"
"environment",1,3,"FDA1018790-S065-001","PDT000245620.2","RI","PDS000024574.25","Fall"
"environment",2,5,"FDA1018790-S061-001","PDT000245621.2","RI","PDS000024574.25","Fall"
"environment",3,6,"FDA1018790-S060-001","PDT000245625.2","RI","PDS000024574.25","Fall"
"environment",1,4,"FDA1018790-S063-001","PDT000245632.2","RI","PDS000024574.25","Fall"
"environment",1,4,"FDA1018790-S067-001","PDT000245634.2","RI","PDS000024574.25","Fall"
"other",0,10,"FLAG-19796","PDT000245674.2","FL","PDS000024989.120","Winter"
"other",26,24,"FLAG-20669","PDT000245717.2","FL","PDS000024989.120","Winter"
"other",2,8,"FLAG-22173","PDT000245732.2","FL","PDS000024196.41","Spring"
"environment",12,14,"FDA1013920-S026-001","PDT000245736.2","MA","PDS000000366.504","Fall"
"environment",2,3,"FDA1013920-S054-001","PDT000245796.2","MA","PDS000000366.504","Fall"
"environment",21,48,"FDA1013920-S042-001","PDT000245810.2","MA","PDS000083553.8","Fall"
"environment",1,3,"FDA1018790-S050-001","PDT000245811.2","RI","PDS000025067.45","Fall"
"poultry",0,10,"FLAG-20057","PDT000245864.2","FL","PDS000000366.504","Winter"
"poultry",2,7,"FLAG-19974","PDT000245870.2","FL","PDS000000366.504","Winter"
"meat",0,19,"TB0394","PDT000245966.2","NY","PDS000043708.6","Winter"
"other",14,15,"FLAG-19951","PDT000245991.2","FL","PDS000000366.504","Winter"
"environment",24,28,"FDA1022864-066-001","PDT000247077.2","OH","PDS000024574.25","Fall"
"poultry",1,2,"NYAG_08B08737E-1","PDT000238454.2","NY","PDS000000366.504","Fall"
"poultry",1,2,"NYAG_08B08737N-1","PDT000238457.2","NY","PDS000000366.504","Fall"
"sea_food",0,14,"NYAG_09B01327A-1","PDT000238461.2","NY","PDS000025466.69","Winter"
"dairy",0,19,"NYAG_09B00813A-1","PDT000238462.2","NY","PDS000025014.5","Winter"
"poultry",3,26,"NYAG_08B08495G-6","PDT000238464.2","NY","PDS000024241.98","Fall"
"poultry",0,1,"NYAG_08B08737C-1","PDT000238469.2","NY","PDS000000366.504","Fall"
"environment",4,9,"FDA1021662-003-001","PDT000240430.2","FL","PDS000024806.16","Summer"
"environment",16,20,"FDA1021662-008-001","PDT000240431.2","FL","PDS000024574.25","Summer"
"other",4,13,"FLAG-17782","PDT000247102.2","FL","PDS000041947.105","Fall"
"vegetables",3,15,"FLAG19163","PDT000247104.2","FL","PDS000000366.504","Fall"
"poultry",0,10,"FLAG-19795","PDT000247105.2","FL","PDS000024989.120","Winter"
"other",0,10,"FLAG-19351","PDT000247106.2","FL","PDS000024989.120","Fall"
"poultry",0,10,"FLAG-19352","PDT000247107.2","FL","PDS000024989.120","Fall"
"meat",6,6,"FLAG-17089","PDT000247108.2","FL","PDS000003277.110","Summer"
"poultry",0,10,"FLAG-19354","PDT000247109.2","FL","PDS000024989.120","Fall"
"poultry",0,10,"FLAG-19353","PDT000247111.2","FL","PDS000024989.120","Fall"
"other",0,10,"FLAG-19349","PDT000247112.2","FL","PDS000024989.120","Fall"
"sea_food",0,10,"FLAG-19347","PDT000247114.2","FL","PDS000024989.120","Fall"
"vegetables",5,24,"FLAG-18515","PDT000247116.2","FL","PDS000024574.25","Fall"
"other",4,11,"FLAG-19537","PDT000247122.2","FL","PDS000041947.105","Fall"
"environment",5,19,"FDA704496-29","PDT000238351.2","CA","PDS000003204.124","Fall"
"environment",3,17,"FDA704496-25","PDT000238390.2","CA","PDS000003204.124","Fall"
"human",32,0,"FSLF3-744","PDT000362402.1","MI","PDS000004812.19","Winter"
"human",3,22,"FSLF3-631","PDT000362409.1","OH","PDS000024574.25","Winter"
"environment",1,36,"FSLS6-0095","PDT000362410.1","NY","PDS000091601.1","Winter"
"human",2,5,"FSLF2-405","PDT000362415.1","NY","PDS000024196.41","Winter"
"other",1,35,"FDA1067367-S001-007","PDT000362809.2","OR","PDS000000366.504","Summer"
"environment",2,38,"FDA629697 15-1","PDT000363907.1","CA","PDS000003313.18","Spring"
"fruits",19,21,"FDA1029338-002-003","PDT000363908.1","FL","PDS000024278.13","Summer"
"environment",2,28,"FDA629697 71-1","PDT000363909.1","CA","PDS000024989.120","Spring"
"environment",2,38,"FDA629697 83-1","PDT000363911.1","CA","PDS000003313.18","Spring"
"environment",0,23,"FDA629697 46-1","PDT000363913.1","CA","PDS000033022.6","Spring"
"environment",0,23,"FDA629697 61-1","PDT000363915.1","CA","PDS000033022.6","Spring"
"environment",5,21,"FDA535556-24","PDT000363916.2","CA","PDS000000450.27","Summer"
"environment",3,19,"FDA535556-27","PDT000363920.2","CA","PDS000000450.27","Summer"
"environment",1,38,"FDA683701 15-1","PDT000363927.1","CA","PDS000003313.18","Spring"
"environment",4,22,"FDA605850 75-2","PDT000363933.1","CA","PDS000000321.16","Summer"
"environment",2,18,"FDA535556-14","PDT000363934.2","CA","PDS000000450.27","Summer"
"environment",0,38,"FDA605850 65-4","PDT000363940.1","CA","PDS000003313.18","Summer"
"environment",3,34,"FDA605850 56-3","PDT000363942.1","CA","PDS000003313.18","Summer"
"environment",2,38,"FDA629697 72-1","PDT000363948.1","CA","PDS000003313.18","Spring"
"environment",2,18,"FDA535556-6","PDT000363949.2","CA","PDS000000450.27","Summer"
"environment",23,24,"FDA636948-53","PDT000363956.1","GA","PDS000024989.120","Fall"
"poultry",2,29,"AG18-0030","PDT000364457.2","OH","PDS000003170.77","Summer"
"environment",0,13,"FDA554608-S012-001","PDT000365276.2","NY","PDS000000366.504","Spring"
"environment",1,14,"FDA554608-S004-001","PDT000365278.2","NY","PDS000000366.504","Spring"
"environment",0,13,"FDA554608-S007-001","PDT000365279.2","NY","PDS000000366.504","Spring"
"environment",0,7,"FDA476983-S089","PDT000365280.2","NY","PDS000024647.66","Spring"
"environment",1,8,"FDA554608-9","PDT000365281.1","NY","PDS000024647.66","Spring"
"sea_food",3,4,"18B08020-2","PDT000365286.1","NY","PDS000038072.2","Summer"
"environment",1,8,"FDA476983-S097","PDT000365291.1","NY","PDS000024647.66","Spring"
"environment",1,8,"FDA476983-S092","PDT000365292.1","NY","PDS000024647.66","Spring"
"environment",0,7,"FDA476983-S098","PDT000365293.1","NY","PDS000024647.66","Spring"
"environment",0,13,"FDA554608-5","PDT000365295.1","NY","PDS000000366.504","Spring"
"environment",20,17,"FDA1002838-C001-001","PDT000365296.2","FL","PDS000024225.10","Summer"
"environment",0,7,"FDA476983-S093","PDT000365297.1","NY","PDS000024647.66","Spring"
"environment",0,7,"FDA476983-S095","PDT000365298.2","NY","PDS000024647.66","Spring"
"environment",1,8,"FDA476983-S096","PDT000365301.1","NY","PDS000024647.66","Spring"
"environment",0,7,"FDA476983-S090","PDT000365302.1","NY","PDS000024647.66","Spring"
"environment",2,9,"FDA476983-S091","PDT000365305.2","NY","PDS000024647.66","Spring"
"environment",6,19,"FDA554608-S002-001","PDT000365306.2","NY","PDS000000366.504","Spring"
"poultry",2,2,"18B08050N-5","PDT000365310.1","NY","PDS000000366.504","Summer"
"poultry",0,1,"18B08050I-5","PDT000365311.1","NY","PDS000038072.2","Summer"
"poultry",1,1,"18B08050O-2","PDT000365313.1","NY","PDS000000366.504","Summer"
"environment",9,22,"05B10029C-1","PDT000367544.1","NY","PDS000036089.9","Fall"
"environment",3,6,"FDA0266005-S006-001","PDT000367546.1","CA","PDS000024967.100","Summer"
"environment",2,38,"05B10029E-1","PDT000367548.1","NY","PDS000024767.24","Fall"
"dairy",7,5,"18B03195-8","PDT000367558.1","NY","PDS000036094.4","Spring"
"dairy",7,12,"18B03195-9","PDT000367563.1","NY","PDS000036094.4","Spring"
"environment",18,22,"05B10259C-1","PDT000367572.1","NY","PDS000003178.36","Fall"
"environment",3,5,"FDA0266005-S006-002","PDT000367720.1","CA","PDS000024967.100","Summer"
"environment",0,29,"FDA0977990-S004-006","PDT000343574.1","TX","PDS000024196.41","Winter"
"environment",4,19,"FDA534176-35A","PDT000343699.1","CO","PDS000003277.110","Summer"
"environment",1,27,"FLAG-41921","PDT000347972.1","FL","PDS000024256.7","Summer"
"environment",25,2,"FLAG-41920","PDT000347973.1","FL","PDS000024461.6","Summer"
"environment",9,29,"FLAG-41924","PDT000347974.1","FL","PDS000024256.7","Summer"
"other",2,17,"FLAG-41742","PDT000347979.1","FL","PDS000024989.120","Summer"
"environment",6,26,"FLAG-41923","PDT000347981.1","FL","PDS000024256.7","Summer"
"environment",1,26,"FLAG-41928","PDT000348058.1","FL","PDS000024256.7","Summer"
"environment",6,24,"FLAG-41999","PDT000348061.1","FL","PDS000024256.7","Summer"
"environment",6,26,"FLAG-41927","PDT000348069.1","FL","PDS000024256.7","Summer"
"environment",7,27,"FLAG-41996","PDT000348070.1","FL","PDS000024256.7","Summer"
"environment",0,7,"FDA476983-4","PDT000350332.1","NY","PDS000024647.66","Spring"
"environment",0,28,"FDA625847-59","PDT000350333.1","AK","PDS000003258.69","Fall"
"other",5,20,"FDA639811","PDT000350334.2","PA","PDS000024196.41","Spring"
"environment",30,26,"FDA593556 37-6","PDT000350339.1","WA","PDS000025163.22","Spring"
"environment",3,31,"FDA625847-55","PDT000350340.1","AK","PDS000003258.69","Fall"
"environment",10,19,"FDA106294-S005-001","PDT000350341.1","NY","PDS000003204.124","Summer"
"environment",4,35,"FDA476983-S010","PDT000352840.1","NY","PDS000025433.69","Spring"
"environment",1,8,"FDA476983-S021","PDT000352841.1","NY","PDS000024647.66","Spring"
"environment",4,37,"FDA476983-9","PDT000352844.1","NY","PDS000025433.69","Spring"
"environment",4,13,"FDA476983-S020","PDT000352847.1","NY","PDS000024647.66","Spring"
"environment",0,7,"FDA476983-S022","PDT000352850.1","NY","PDS000024647.66","Spring"
"environment",0,7,"FDA476983-S017","PDT000352853.1","NY","PDS000024647.66","Spring"
"environment",2,9,"FDA476983-S014","PDT000352857.1","NY","PDS000024647.66","Spring"
"environment",0,7,"FDA476983-S023","PDT000352858.1","NY","PDS000024647.66","Spring"
"environment",24,7,"FDA1036616-082-001","PDT000353162.1","SC","PDS000000314.80","Summer"
"environment",18,38,"FDA1036616-052-001","PDT000353203.1","SC","PDS000026028.7","Summer"
"environment",0,0,"FDA706406-26","PDT000353207.1","NJ","PDS000025311.254","Summer"
"environment",10,38,"TXACF1801121","PDT000359069.1","TX","PDS000024767.24","Winter"
"environment",4,29,"TXACF1801128","PDT000359087.1","TX","PDS000025466.69","Winter"
"environment",9,22,"FDA1038658-040-001","PDT000359617.1","OH","PDS000003277.110","Spring"
"environment",0,7,"FDA00013138","PDT000359620.1","CA","PDS000000366.504","Winter"
"environment",2,2,"PHLUSALM00006","PDT000360305.1","Other","PDS000003087.55","Summer"
"environment",6,7,"PHLUSALM00004","PDT000360306.1","Other","PDS000024797.11","Summer"
"environment",4,14,"PHLUSALM00002","PDT000360307.1","Other","PDS000024967.100","Summer"
"environment",4,14,"PHLUSALM00003","PDT000360308.1","Other","PDS000024967.100","Summer"
"environment",1,4,"PHLUSALM00005","PDT000360309.1","Other","PDS000024797.11","Summer"
